location,total_sqft,bath,price,BHK,price_per_sqft,bhk_per_sqft
Rajaji Nagar,900.0,4.0,140.0,5,15555.555555555555,180.0
other,1034.0,6.0,101.0,6,9767.891682785299,172.33333333333334
Subramanyapura,600.0,3.0,69.0,3,11500.0,200.0
Vishveshwarya Layout,600.0,4.0,85.0,4,14166.666666666666,150.0
other,1140.0,3.0,145.0,4,12719.298245614034,285.0
other,1140.0,3.0,225.0,4,19736.842105263157,285.0
other,1200.0,4.0,100.0,6,8333.333333333334,200.0
other,1200.0,6.0,86.0,5,7166.666666666667,240.0
other,600.0,4.0,87.0,4,14500.0,150.0
Hoodi,1100.0,4.0,120.0,4,10909.09090909091,275.0
other,600.0,3.0,70.0,3,11666.666666666666,200.0
other,1050.0,4.0,155.0,6,14761.904761904761,175.0
CV Raman Nagar,1100.0,4.0,220.0,4,20000.0,275.0
Yelachenahalli,900.0,2.0,115.0,4,12777.777777777777,225.0
KR Puram,1500.0,7.0,382.0,8,25466.666666666668,187.5
other,600.0,3.0,65.0,4,10833.333333333334,150.0
other,600.0,4.0,100.0,3,16666.666666666668,200.0
other,900.0,6.0,170.0,6,18888.88888888889,150.0
KR Puram,960.0,4.0,80.0,4,8333.333333333334,240.0
other,1200.0,4.0,90.0,6,7500.0,200.0
other,1200.0,5.0,180.0,7,15000.0,171.42857142857142
other,1200.0,3.0,95.0,5,7916.666666666667,240.0
Kudlu Gate,1150.0,9.0,140.0,9,12173.91304347826,127.77777777777777
other,750.0,2.0,42.0,4,5600.0,187.5
Electronic City,550.0,1.0,15.0,2,2727.2727272727275,275.0
Kogilu,1200.0,6.0,105.0,8,8750.0,150.0
ISRO Layout,950.0,3.0,179.0,4,18842.105263157893,237.5
Billekahalli,1180.0,5.0,98.5,5,8347.457627118643,236.0
other,750.0,6.0,75.0,4,10000.0,187.5
Ramamurthy Nagar,945.0,5.0,120.0,4,12698.412698412698,236.25
Nagarbhavi,800.0,3.0,95.0,3,11875.0,266.6666666666667
Basaveshwara Nagar,1230.0,6.0,250.0,8,20325.20325203252,153.75
Nagarbhavi,600.0,5.0,95.0,4,15833.333333333334,150.0
Banashankari Stage VI,600.0,4.0,90.0,3,15000.0,200.0
other,780.0,3.0,75.0,3,9615.384615384615,260.0
Ulsoor,1200.0,4.0,150.0,5,12500.0,240.0
HAL 2nd Stage,1000.0,7.0,250.0,7,25000.0,142.85714285714286
other,1200.0,3.0,180.0,5,15000.0,240.0
Kumaraswami Layout,600.0,6.0,100.0,6,16666.666666666668,100.0
other,750.0,4.0,95.0,4,12666.666666666666,187.5
2nd Stage Nagarbhavi,1200.0,4.0,240.0,5,20000.0,240.0
Ramamurthy Nagar,960.0,2.0,138.0,4,14375.0,240.0
other,1200.0,6.0,115.0,7,9583.333333333334,171.42857142857142
Bisuvanahalli,873.0,2.0,40.0,3,4581.901489117984,291.0
Banashankari Stage VI,600.0,3.0,90.0,3,15000.0,200.0
other,1000.0,4.0,90.0,5,9000.0,200.0
Sarjapur  Road,1200.0,4.0,95.0,5,7916.666666666667,240.0
other,1850.0,12.0,300.0,8,16216.216216216217,231.25
Mahalakshmi Layout,1050.0,1.0,35.0,4,3333.3333333333335,262.5
9th Phase JP Nagar,1200.0,5.0,160.0,5,13333.333333333334,240.0
Vishwapriya Layout,720.0,3.0,95.0,4,13194.444444444445,180.0
other,860.0,4.0,125.0,4,14534.883720930233,215.0
Sarjapur  Road,1480.0,4.0,169.0,5,11418.918918918918,296.0
other,1200.0,8.0,270.0,9,22500.0,133.33333333333334
other,1200.0,8.0,150.0,8,12500.0,150.0
ISRO Layout,1200.0,6.0,230.0,6,19166.666666666668,200.0
other,400.0,2.0,35.0,4,8750.0,100.0
other,900.0,6.0,95.0,5,10555.555555555555,180.0
Nagasandra,600.0,4.0,80.0,4,13333.333333333334,150.0
Jalahalli,1000.0,4.0,90.0,4,9000.0,250.0
other,1200.0,4.0,150.0,5,12500.0,240.0
other,360.0,2.0,40.0,2,11111.111111111111,180.0
other,360.0,4.0,37.0,4,10277.777777777777,90.0
other,1050.0,3.0,85.0,4,8095.238095238095,262.5
HSR Layout,800.0,8.0,285.0,8,35625.0,100.0
Kenchenahalli,480.0,3.0,65.0,3,13541.666666666666,160.0
other,1200.0,5.0,90.0,5,7500.0,240.0
Vijayanagar,750.0,4.0,95.0,5,12666.666666666666,150.0
Rajaji Nagar,432.0,2.0,65.0,2,15046.296296296296,216.0
Sahakara Nagar,1000.0,5.0,130.0,5,13000.0,200.0
Mahalakshmi Layout,1135.0,4.0,190.0,8,16740.08810572687,141.875
other,600.0,4.0,77.0,4,12833.333333333334,150.0
Electronic City Phase II,545.0,1.0,29.0,2,5321.100917431193,272.5
Marsur,497.0,1.0,25.0,2,5030.181086519115,248.5
Sarjapur,535.0,1.0,20.0,2,3738.3177570093458,267.5
Anandapura,1380.0,7.0,130.0,6,9420.289855072464,230.0
Marathahalli,1550.0,7.0,160.0,7,10322.58064516129,221.42857142857142
other,1200.0,7.0,139.0,7,11583.333333333334,171.42857142857142
other,1680.0,4.0,250.0,6,14880.952380952382,280.0
Laggere,1800.0,8.0,110.0,8,6111.111111111111,225.0
Vishveshwarya Layout,1400.0,6.0,160.0,6,11428.57142857143,233.33333333333334
Jalahalli,1244.0,6.0,130.0,8,10450.16077170418,155.5
other,750.0,4.0,120.0,4,16000.0,187.5
other,720.0,3.0,48.0,3,6666.666666666667,240.0
Kothannur,930.0,6.0,150.0,6,16129.032258064517,155.0
Marsur,720.0,2.0,32.0,3,4444.444444444444,240.0
2nd Stage Nagarbhavi,1200.0,4.0,240.0,5,20000.0,240.0
Banashankari Stage III,1050.0,3.0,147.0,4,14000.0,262.5
other,1200.0,5.0,260.0,5,21666.666666666668,240.0
Electronics City Phase 1,1314.0,5.0,120.0,6,9132.4200913242,219.0
Battarahalli,1200.0,6.0,100.0,6,8333.333333333334,200.0
Judicial Layout,1200.0,7.0,199.0,7,16583.333333333332,171.42857142857142
other,1200.0,6.0,125.0,6,10416.666666666666,200.0
other,565.0,2.0,15.0,2,2654.8672566371683,282.5
Kammanahalli,1000.0,6.0,150.0,6,15000.0,166.66666666666666
1st Block Jayanagar,1700.0,3.0,50.0,8,2941.176470588235,212.5
Mysore Road,540.0,4.0,85.0,4,15740.74074074074,135.0
other,600.0,2.0,85.0,3,14166.666666666666,200.0
9th Phase JP Nagar,600.0,3.0,79.0,3,13166.666666666666,200.0
other,720.0,4.0,95.0,4,13194.444444444445,180.0
Munnekollal,1200.0,8.0,230.0,10,19166.666666666668,120.0
HSR Layout,1200.0,9.0,350.0,9,29166.666666666668,133.33333333333334
other,1300.0,4.0,52.0,7,4000.0,185.71428571428572
other,950.0,5.0,55.0,5,5789.473684210527,190.0
Chandapura,1200.0,3.0,79.0,5,6583.333333333333,240.0
other,612.0,3.0,47.0,4,7679.738562091503,153.0
Uttarahalli,1080.0,5.0,160.0,6,14814.814814814816,180.0
7th Phase JP Nagar,650.0,6.0,80.0,6,12307.692307692309,108.33333333333333
8th Phase JP Nagar,1200.0,6.0,260.0,6,21666.666666666668,200.0
other,1508.0,5.0,240.0,6,15915.119363395226,251.33333333333334
Varthur,1000.0,4.0,65.0,5,6500.0,200.0
Electronic City,717.0,5.0,78.0,5,10878.661087866109,143.4
9th Phase JP Nagar,600.0,3.0,85.0,3,14166.666666666666,200.0
Kodigehalli,500.0,1.0,55.0,2,11000.0,250.0
Yelahanka,1400.0,5.0,175.0,7,12500.0,200.0
Marsur,497.0,1.0,20.0,2,4024.1448692152917,248.5
other,500.0,2.0,75.0,3,15000.0,166.66666666666666
9th Phase JP Nagar,820.0,7.0,140.0,7,17073.170731707316,117.14285714285714
Banashankari,675.0,4.0,140.0,4,20740.74074074074,168.75
2nd Stage Nagarbhavi,1200.0,4.0,240.0,5,20000.0,240.0
Dasanapura,545.0,2.0,22.34,2,4099.082568807339,272.5
9th Phase JP Nagar,600.0,6.0,75.0,6,12500.0,100.0
other,750.0,3.0,95.0,5,12666.666666666666,150.0
2nd Stage Nagarbhavi,1200.0,5.0,290.0,5,24166.666666666668,240.0
Begur Road,1100.0,5.0,165.0,5,15000.0,220.0
other,600.0,6.0,72.0,5,12000.0,120.0
other,600.0,4.0,60.0,4,10000.0,150.0
Uttarahalli,1200.0,6.0,330.0,6,27500.0,200.0
other,800.0,5.0,95.0,5,11875.0,160.0
other,1200.0,6.0,180.0,6,15000.0,200.0
other,1200.0,9.0,122.0,6,10166.666666666666,200.0
Sultan Palaya,890.0,5.0,160.0,6,17977.52808988764,148.33333333333334
other,857.0,3.0,95.0,3,11085.180863477246,285.6666666666667
other,600.0,5.0,130.0,6,21666.666666666668,100.0
other,600.0,4.0,175.0,8,29166.666666666668,75.0
Thyagaraja Nagar,570.0,5.0,80.0,5,14035.087719298246,114.0
Kodigehalli,600.0,3.0,85.0,4,14166.666666666666,150.0
Nagarbhavi,600.0,3.0,77.0,4,12833.333333333334,150.0
Basaveshwara Nagar,700.0,4.0,125.0,4,17857.14285714286,175.0
Yeshwanthpur,570.0,2.0,62.0,2,10877.192982456141,285.0
other,1200.0,5.0,280.0,6,23333.333333333332,200.0
other,1200.0,6.0,160.0,6,13333.333333333334,200.0
Kengeri Satellite Town,1200.0,5.0,70.0,5,5833.333333333333,240.0
other,1035.0,5.0,170.0,5,16425.12077294686,207.0
other,740.0,2.0,24.5,4,3310.810810810811,185.0
Kengeri Satellite Town,936.0,2.0,60.84,4,6500.0,234.0
Padmanabhanagar,610.0,2.0,75.0,3,12295.081967213115,203.33333333333334
Banashankari Stage VI,600.0,3.0,97.0,4,16166.666666666666,150.0
KR Puram,1200.0,6.0,132.0,6,11000.0,200.0
other,800.0,5.0,95.0,5,11875.0,160.0
TC Palaya,1400.0,5.0,97.0,5,6928.571428571428,280.0
other,1200.0,4.0,115.0,5,9583.333333333334,240.0
Konanakunte,1590.0,6.0,150.0,9,9433.962264150943,176.66666666666666
Marsur,715.0,2.0,29.0,3,4055.944055944056,238.33333333333334
Kumaraswami Layout,510.0,4.0,70.0,6,13725.490196078432,85.0
Kothanur,1050.0,5.0,80.0,8,7619.047619047619,131.25
Nagarbhavi,1200.0,4.0,240.0,5,20000.0,240.0
other,702.0,4.0,65.0,4,9259.25925925926,175.5
Banjara Layout,610.0,3.0,60.0,3,9836.065573770491,203.33333333333334
other,900.0,5.0,135.0,5,15000.0,180.0
other,675.0,3.0,75.0,3,11111.111111111111,225.0
other,1200.0,9.0,230.0,9,19166.666666666668,133.33333333333334
2nd Stage Nagarbhavi,1200.0,4.0,240.0,5,20000.0,240.0
Magadi Road,800.0,4.0,60.0,4,7500.0,200.0
other,420.0,1.0,25.0,2,5952.380952380952,210.0
other,600.0,3.0,125.0,3,20833.333333333332,200.0
Yelahanka New Town,284.0,1.0,8.0,1,2816.9014084507044,284.0
other,499.0,5.0,89.0,6,17835.67134268537,83.16666666666667
other,1000.0,5.0,200.0,4,20000.0,250.0
other,1900.0,3.0,162.0,7,8526.315789473685,271.42857142857144
Banashankari Stage VI,1200.0,7.0,175.0,8,14583.333333333334,150.0
Banashankari Stage III,1560.0,9.0,200.0,9,12820.51282051282,173.33333333333334
NRI Layout,800.0,5.0,95.5,4,11937.5,200.0
Electronic City,1200.0,13.0,150.0,9,12500.0,133.33333333333334
other,1350.0,4.0,203.0,6,15037.037037037036,225.0
other,550.0,1.0,20.0,2,3636.3636363636365,275.0
Banashankari Stage VI,600.0,5.0,105.0,4,17500.0,150.0
other,1200.0,5.0,225.0,5,18750.0,240.0
Munnekollal,1200.0,5.0,185.0,7,15416.666666666666,171.42857142857142
other,1050.0,6.0,74.0,4,7047.619047619048,262.5
other,1200.0,5.0,138.0,5,11500.0,240.0
other,840.0,2.0,35.0,3,4166.666666666667,280.0
other,1200.0,5.0,260.0,6,21666.666666666668,200.0
Nagarbhavi,1200.0,4.0,240.0,5,20000.0,240.0
Ramamurthy Nagar,900.0,4.0,70.0,4,7777.777777777777,225.0
Hosa Road,900.0,5.0,55.0,5,6111.111111111111,180.0
other,875.0,4.0,150.0,4,17142.85714285714,218.75
Vishveshwarya Layout,600.0,4.0,95.0,4,15833.333333333334,150.0
other,1200.0,5.0,200.0,7,16666.666666666668,171.42857142857142
other,600.0,4.0,65.0,4,10833.333333333334,150.0
Hoodi,1120.0,8.0,155.0,8,13839.285714285714,140.0
Giri Nagar,1200.0,3.0,175.0,6,14583.333333333334,200.0
Yelahanka,1200.0,5.0,150.0,6,12500.0,200.0
Jigani,1200.0,11.0,105.0,10,8750.0,120.0
other,1300.0,6.0,150.0,6,11538.461538461539,216.66666666666666
Magadi Road,1200.0,4.0,130.0,5,10833.333333333334,240.0
ISRO Layout,950.0,4.0,180.0,4,18947.36842105263,237.5
Kammanahalli,782.0,4.0,85.0,6,10869.565217391304,130.33333333333334
other,600.0,4.0,125.0,3,20833.333333333332,200.0
Bannerghatta,940.0,4.0,45.0,4,4787.234042553191,235.0
Kumaraswami Layout,623.0,4.0,75.0,4,12038.52327447833,155.75
other,600.0,6.0,80.0,6,13333.333333333334,100.0
2nd Stage Nagarbhavi,600.0,3.0,84.0,4,14000.0,150.0
Rayasandra,1200.0,3.0,65.0,5,5416.666666666667,240.0
9th Phase JP Nagar,1200.0,8.0,135.0,8,11250.0,150.0
other,1200.0,8.0,250.0,8,20833.333333333332,150.0
TC Palaya,1440.0,5.0,97.0,5,6736.111111111111,288.0
other,1166.0,6.0,135.0,6,11578.044596912521,194.33333333333334
Kasturi Nagar,784.0,2.0,165.0,4,21045.918367346938,196.0
other,1200.0,4.0,160.0,5,13333.333333333334,240.0
other,1018.0,4.0,150.0,4,14734.774066797643,254.5
Malleshwaram,302.0,2.0,25.0,2,8278.14569536424,151.0
Kumaraswami Layout,600.0,2.0,72.0,4,12000.0,150.0
Abbigere,1200.0,6.0,95.0,6,7916.666666666667,200.0
Whitefield,60.0,4.0,218.0,4,363333.3333333333,15.0
other,1200.0,18.0,200.0,18,16666.666666666668,66.66666666666667
other,1200.0,8.0,145.0,8,12083.333333333334,150.0
Basavangudi,1214.0,3.0,220.0,6,18121.91103789127,202.33333333333334
Chamrajpet,1500.0,9.0,230.0,6,15333.333333333334,250.0
Ulsoor,450.0,3.0,70.0,3,15555.555555555555,150.0
other,1125.0,3.0,126.0,4,11200.0,281.25
2nd Stage Nagarbhavi,600.0,3.0,82.0,4,13666.666666666666,150.0
Ramamurthy Nagar,1200.0,6.0,150.0,7,12500.0,171.42857142857142
other,560.0,2.0,22.0,2,3928.5714285714284,280.0
Kanakpura Road,800.0,5.0,115.0,4,14375.0,200.0
5th Block Hbr Layout,1200.0,5.0,205.0,5,17083.333333333332,240.0
other,1356.0,5.0,139.0,5,10250.737463126843,271.2
KR Puram,1200.0,5.0,125.0,5,10416.666666666666,240.0
OMBR Layout,615.0,4.0,110.0,4,17886.17886178862,153.75
other,960.0,5.0,130.0,9,13541.666666666666,106.66666666666667
Shampura,970.0,6.0,105.0,6,10824.742268041236,161.66666666666666
other,1200.0,4.0,99.0,5,8250.0,240.0
other,800.0,2.0,60.0,3,7500.0,266.6666666666667
Bommasandra,1400.0,6.0,252.0,5,18000.0,280.0
9th Phase JP Nagar,800.0,8.0,140.0,8,17500.0,100.0
other,910.0,4.0,194.0,5,21318.68131868132,182.0
other,600.0,4.0,70.0,4,11666.666666666666,150.0
Electronic City,550.0,1.0,16.0,2,2909.090909090909,275.0
other,1200.0,6.0,140.0,5,11666.666666666666,240.0
Rajaji Nagar,1200.0,10.0,180.0,8,15000.0,150.0
other,1200.0,6.0,110.0,5,9166.666666666666,240.0
other,772.0,5.0,60.0,8,7772.020725388601,96.5
other,750.0,4.0,90.0,4,12000.0,187.5
Thyagaraja Nagar,750.0,4.0,125.0,4,16666.666666666668,187.5
Nagarbhavi,1200.0,5.0,260.0,5,21666.666666666668,240.0
Banaswadi,1200.0,6.0,220.0,6,18333.333333333332,200.0
Basaveshwara Nagar,1200.0,3.0,180.0,5,15000.0,240.0
other,600.0,3.0,95.0,4,15833.333333333334,150.0
Kumaraswami Layout,2040.0,4.0,123.0,7,6029.411764705882,291.42857142857144
Vidyaranyapura,1000.0,4.0,120.0,4,12000.0,250.0
other,1150.0,8.0,70.0,8,6086.95652173913,143.75
Anandapura,850.0,3.0,63.0,3,7411.764705882353,283.3333333333333
5th Phase JP Nagar,1200.0,7.0,250.0,8,20833.333333333332,150.0
other,1200.0,5.0,235.0,5,19583.333333333332,240.0
Vidyaranyapura,1200.0,6.0,170.0,6,14166.666666666666,200.0
2nd Stage Nagarbhavi,600.0,5.0,135.0,3,22500.0,200.0
other,600.0,3.0,90.0,3,15000.0,200.0
2nd Stage Nagarbhavi,1500.0,4.0,233.0,6,15533.333333333334,250.0
other,750.0,3.0,88.0,5,11733.333333333334,150.0
Ramamurthy Nagar,886.0,4.0,120.0,4,13544.018058690745,221.5
other,350.0,3.0,45.0,4,12857.142857142857,87.5
other,875.0,3.0,115.0,3,13142.857142857143,291.6666666666667
other,1000.0,4.0,80.0,5,8000.0,200.0
other,1200.0,5.0,85.0,5,7083.333333333333,240.0
BTM 2nd Stage,1500.0,6.0,270.0,8,18000.0,187.5
other,760.0,4.0,95.0,3,12500.0,253.33333333333334
other,1200.0,5.0,130.0,5,10833.333333333334,240.0
Electronic City,550.0,2.0,16.0,2,2909.090909090909,275.0
Kengeri Satellite Town,650.0,2.0,58.0,4,8923.076923076924,162.5
other,1500.0,7.0,130.0,7,8666.666666666666,214.28571428571428
other,1875.0,5.0,192.0,7,10240.0,267.85714285714283
Marsur,497.0,1.0,20.0,2,4024.1448692152917,248.5
HAL 2nd Stage,1000.0,7.0,260.0,8,26000.0,125.0
other,1200.0,6.0,85.0,6,7083.333333333333,200.0
OMBR Layout,600.0,3.0,140.0,5,23333.333333333332,120.0
Hebbal,1200.0,9.0,185.0,9,15416.666666666666,133.33333333333334
other,600.0,4.0,70.0,3,11666.666666666666,200.0
Chikkalasandra,1000.0,4.0,300.0,5,30000.0,200.0
Tumkur Road,1100.0,2.0,60.0,4,5454.545454545455,275.0
JP Nagar,600.0,5.0,110.0,4,18333.333333333332,150.0
Ananth Nagar,600.0,3.0,62.0,4,10333.333333333334,150.0
other,1200.0,6.0,235.0,7,19583.333333333332,171.42857142857142
5th Block Hbr Layout,1200.0,5.0,205.0,5,17083.333333333332,240.0
Horamavu Banaswadi,675.0,4.0,68.0,4,10074.074074074075,168.75
Nagarbhavi,600.0,4.0,78.0,4,13000.0,150.0
other,625.0,3.0,78.0,6,12480.0,104.16666666666667
5th Phase JP Nagar,1000.0,4.0,130.0,4,13000.0,250.0
other,900.0,4.0,62.0,5,6888.888888888889,180.0
other,1799.0,6.0,101.0,6,5614.230127848805,299.8333333333333
other,1500.0,6.0,300.0,6,20000.0,250.0
other,600.0,3.0,86.0,3,14333.333333333334,200.0
Electronic City Phase II,545.0,1.0,28.0,2,5137.614678899083,272.5
other,1200.0,4.0,200.0,5,16666.666666666668,240.0
Judicial Layout,1100.0,4.0,199.0,5,18090.909090909092,220.0
Hegde Nagar,760.0,6.0,98.0,6,12894.736842105263,126.66666666666667
2nd Stage Nagarbhavi,1200.0,4.0,240.0,5,20000.0,240.0
other,600.0,6.0,65.0,6,10833.333333333334,100.0
8th Phase JP Nagar,600.0,5.0,99.0,4,16500.0,150.0
CV Raman Nagar,1200.0,2.0,100.0,5,8333.333333333334,240.0
Vidyaranyapura,770.0,3.0,65.25,4,8474.025974025973,192.5
Nagarbhavi,600.0,3.0,100.0,4,16666.666666666668,150.0
Shivaji Nagar,500.0,1.0,20.0,2,4000.0,250.0
Nagavara,440.0,3.0,35.0,3,7954.545454545455,146.66666666666666
other,1800.0,5.0,65.0,7,3611.1111111111113,257.14285714285717
Yelahanka,1330.0,5.0,210.0,5,15789.473684210527,266.0
other,1200.0,8.0,140.0,8,11666.666666666666,150.0
other,250.0,2.0,40.0,1,16000.0,250.0
other,1200.0,3.0,125.0,6,10416.666666666666,200.0
Laggere,1590.0,9.0,132.0,7,8301.88679245283,227.14285714285714
other,1178.0,9.0,75.0,9,6366.723259762309,130.88888888888889
other,1400.0,7.0,218.0,7,15571.42857142857,200.0
other,1200.0,5.0,130.0,6,10833.333333333334,200.0
Margondanahalli,1375.0,5.0,125.0,5,9090.90909090909,275.0
Vidyaranyapura,774.0,5.0,70.0,5,9043.92764857881,154.8
Ramamurthy Nagar,1500.0,9.0,250.0,7,16666.666666666668,214.28571428571428
